UtcTime,Computer,User,EventID,Image,CommandLine,ParentImage,DestinationIp,DestinationPort,Hashes
2026-05-12 00:00:00.000,VDI-POOL-03,svc-export,1,sshd,"sshd",systemd,,,SHA256=000f6fae6a33e61d000f6fae6a33e61d000f6fae6a33e61d000f6fae6a33e61d
2026-05-12 00:09:39.145,build-agent-03,a.chen,1,git,"git",launchd,,,SHA256=00205fe27f4a8cf800205fe27f4a8cf800205fe27f4a8cf800205fe27f4a8cf8
2026-05-12 00:14:15.838,build-agent-03,svc-export,1,powershell.exe,"powershell.exe",systemd,,,SHA256=00110a6afe560db300110a6afe560db300110a6afe560db300110a6afe560db3
2026-05-12 00:18:39.599,VDI-POOL-03,svc_ediscovery,1,slack.exe,"slack.exe",launchd,,,SHA256=001182f7895cbb52001182f7895cbb52001182f7895cbb52001182f7895cbb52
2026-05-12 00:21:53.624,HR-LT19,m.sato,1,python3,"python3",launchd,,,SHA256=0000f0806fddf66b0000f0806fddf66b0000f0806fddf66b0000f0806fddf66b
2026-05-12 00:24:48.000,build-agent-03,r.owens,1,git,"git",systemd,,,SHA256=0009fdd923cd6d490009fdd923cd6d490009fdd923cd6d490009fdd923cd6d49
2026-05-12 00:33:37.415,FIN-WS22,j.patel,1,git,"git",launchd,,,SHA256=000cb7117cac31be000cb7117cac31be000cb7117cac31be000cb7117cac31be
2026-05-12 00:36:11.575,HR-LT19,svc-build,1,slack.exe,"slack.exe",explorer.exe,,,SHA256=000883c11e6c5538000883c11e6c5538000883c11e6c5538000883c11e6c5538
2026-05-12 00:41:26.416,VDI-POOL-03,svc-export,1,git,"git",launchd,,,SHA256=0011bdda229218db0011bdda229218db0011bdda229218db0011bdda229218db
2026-05-12 00:44:19.240,VDI-POOL-02,svc-build,1,sshd,"sshd",launchd,,,SHA256=0021983a9fd1a2da0021983a9fd1a2da0021983a9fd1a2da0021983a9fd1a2da
2026-05-12 00:46:56.195,FIN-WS22,a.chen,1,chrome.exe,"chrome.exe",launchd,,,SHA256=001050d4eef1e345001050d4eef1e345001050d4eef1e345001050d4eef1e345
2026-05-12 00:58:20.056,FIN-WS22,svc_ediscovery,1,sshd,"sshd",cmd.exe,,,SHA256=001038eecaddb203001038eecaddb203001038eecaddb203001038eecaddb203
2026-05-12 01:01:42.615,VDI-POOL-02,m.sato,1,powershell.exe,"powershell.exe",explorer.exe,,,SHA256=0002249edc2084b20002249edc2084b20002249edc2084b20002249edc2084b2
2026-05-12 01:10:10.634,ENG-FS03,r.owens,1,node,"node",explorer.exe,,,SHA256=0022c1e9321b36a20022c1e9321b36a20022c1e9321b36a20022c1e9321b36a2
2026-05-12 01:14:37.351,build-agent-03,svc-build,1,node,"node",systemd,,,SHA256=001531db9d018e26001531db9d018e26001531db9d018e26001531db9d018e26
2026-05-12 01:20:11.918,ENG-FS03,r.owens,1,outlook.exe,"outlook.exe",launchd,,,SHA256=0018a3264f5441f50018a3264f5441f50018a3264f5441f50018a3264f5441f5
